Product_ASIN,URL,Title,Selling Price,MRP,Discount,Rating,Rating_Count,Category,Subcategory,Platform
,https://www.croma.com/samsung-galaxy-a34-5g-8gb-ram-256gb-awesome-lime-/p/270484,"SAMSUNG Galaxy A34 5G (8GB RAM, 256GB, Awesome Lime)",18994.0,39499.0,91.0,5.0,2.0,Croma > Phones & Wearables > Mobile Phones > Android Phones,Mobile Phones,Croma
,https://www.croma.com/samsung-galaxy-z-fold6-5g-12gb-ram-1tb-silver-shadow-/p/308175,"SAMSUNG Galaxy Z Fold6 5G (12GB RAM, 1TB, Silver Shadow)",185999.0,200999.0,46.0,3.96125,0.0,Croma > Phones & Wearables > Mobile Phones > Android Phones,Mobile Phones,Croma
,https://www.croma.com/samsung-galaxy-s25-ultra-5g-12gb-ram-256gb-titanium-silverblue-/p/313330,"SAMSUNG Galaxy S25 Ultra 5G (12GB RAM, 256GB, Titanium Silverblue)",117999.0,129999.0,23.0,5.0,2.0,Croma > Phones & Wearables > Mobile Phones > Android Phones,Mobile Phones,Croma
,https://www.croma.com/redmi-13-5g-6gb-ram-128gb-hawaiian-blue-/p/307690,"Redmi 13 5G (6GB RAM, 128GB, Hawaiian Blue)",12499.0,17999.0,56.0,4.0,13.0,Croma > Phones & Wearables > Mobile Phones > Android Phones,Mobile Phones,Croma
,https://www.croma.com/realme-13-pro-5g-12gb-ram-512gb-emerald-green-/p/308742,"realme 13 Pro 5G (12GB RAM, 512GB, Emerald Green)",28999.0,50000.0,0.0,3.96125,0.0,Croma > Phones & Wearables > Mobile Phones > Android Phones,Mobile Phones,Croma
,https://www.croma.com/realme-c75-5g-4gb-ram-128gb-purple-blossom-/p/315725,"realme C75 5G (4GB RAM, 128GB, Purple Blossom)",12999.0,15999.0,75.0,3.96125,0.0,Croma > Phones & Wearables > Mobile Phones > Android Phones,Mobile Phones,Croma
,https://www.croma.com/vivo-v50-5g-8gb-ram-256gb-starry-night-/p/313865,"vivo V50 5G (8GB RAM, 256GB, Starry Night)",36999.0,42999.0,95.0,3.7,5.0,Croma > Phones & Wearables > Mobile Phones > Android Phones,Mobile Phones,Croma
,https://www.croma.com/vivo-v40-5g-8gb-ram-128gb-ganges-blue-/p/308784,"vivo V40 5G (8GB RAM, 128GB, Ganges Blue)",34999.0,39999.0,50.0,5.0,1.0,Croma > Phones & Wearables > Mobile Phones > Android Phones,Mobile Phones,Croma
,https://www.croma.com/apple-iphone-16-plus-128gb-black-/p/309707,"Apple iPhone 16 Plus (128GB, Black)",83390.0,89900.0,24.0,1.0,1.0,Croma > Phones & Wearables > Mobile Phones > iPhones,Mobile Phones,Croma
,https://www.croma.com/samsung-galaxy-z-fold6-5g-12gb-ram-256gb-navy-/p/308174,"SAMSUNG Galaxy Z Fold6 5G (12GB RAM, 256GB, Navy)",149999.0,164999.0,9.0,3.96125,0.0,Croma > Phones & Wearables > Mobile Phones > Android Phones,Mobile Phones,Croma
,https://www.croma.com/apple-iphone-16-256gb-black-/p/309696,"Apple iPhone 16 (256GB, Black)",84900.0,89900.0,56.0,5.0,2.0,Croma > Phones & Wearables > Mobile Phones > iPhones,Mobile Phones,Croma
,https://www.croma.com/oppo-a5-pro-5g-8gb-ram-256gb-mocha-brown-/p/315486,"oppo A5 Pro 5G (8GB RAM, 256GB, Mocha Brown)",19999.0,23999.0,67.0,3.96125,0.0,Croma > Phones & Wearables > Mobile Phones > Android Phones,Mobile Phones,Croma
,https://www.croma.com/apple-iphone-15-256gb-green-/p/300716,"Apple iPhone 15 (256GB, Green)",73590.0,79900.0,90.0,4.0,6.0,Croma > Phones & Wearables > Mobile Phones > iPhones,Mobile Phones,Croma
,https://www.croma.com/redmi-note-13-pro-5g-8gb-ram-128gb-arctic-white-/p/303566,"Redmi Note 13 Pro 5G (8GB RAM, 128GB, Arctic White)",39629.46,46804.52,100.0,4.8,8.0,Croma > Phones & Wearables > Mobile Phones > Android Phones,Mobile Phones,Croma
,https://www.croma.com/apple-iphone-16-128gb-teal-/p/309695,"Apple iPhone 16 (128GB, Teal)",74900.0,79900.0,26.0,4.1,23.0,Croma > Phones & Wearables > Mobile Phones > iPhones,Mobile Phones,Croma
,https://www.croma.com/apple-iphone-15-plus-256gb-black-/p/300777,"Apple iPhone 15 Plus (256GB, Black)",83390.0,89900.0,24.0,4.8,6.0,Croma > Phones & Wearables > Mobile Phones > iPhones,Mobile Phones,Croma
,https://www.croma.com/oneplus-nord-4-5g-12gb-ram-256gb-obsidian-midnight-/p/308683,"OnePlus Nord 4 5G (12GB RAM, 256GB, Obsidian Midnight)",32999.0,35999.0,33.0,4.3,11.0,Croma > Phones & Wearables > Mobile Phones > Android Phones,Mobile Phones,Croma
,https://www.croma.com/realme-11-256gb-rom-8-gb-ram-rmx3780-glory-black-/p/300095,"realme 11 (256GB ROM, 8 GB RAM, RMX3780,Glory Black)",16994.0,22999.0,11.0,4.3,9.0,Croma > Phones & Wearables > Mobile Phones > Android Phones,Mobile Phones,Croma
,https://www.croma.com/google-pixel-9-5g-12gb-ram-256gb-obsidian-/p/309168,"Google Pixel 9 5G (12GB RAM, 256GB, Obsidian)",74999.0,79999.0,25.0,5.0,6.0,Croma > Phones & Wearables > Mobile Phones > Android Phones,Mobile Phones,Croma
,https://www.croma.com/oppo-a3-5g-6gb-ram-128gb-ocean-blue-/p/308550,"oppo A3 5G (6GB RAM, 128GB, Ocean Blue)",13999.0,19999.0,0.0,5.0,1.0,Croma > Phones & Wearables > Mobile Phones > Android Phones,Mobile Phones,Croma
,https://www.croma.com/samsung-galaxy-a15-5g-8gb-ram-256gb-light-blue-/p/303266,"SAMSUNG Galaxy A15 5G (8GB RAM, 256GB, Light Blue)",19999.0,24499.0,37.0,3.96125,0.0,Croma > Phones & Wearables > Mobile Phones > Android Phones,Mobile Phones,Croma
,https://www.croma.com/oppo-k13x-5g-4gb-ram-128gb-sunset-peach-/p/316303,"oppo K13x 5G (4GB RAM, 128GB, Sunset Peach)",11999.0,100000.0,0.0,3.96125,0.0,Croma > Phones & Wearables > Mobile Phones > Android Phones,Mobile Phones,Croma
,https://www.croma.com/apple-iphone-15-256gb-pink-/p/300722,"Apple iPhone 15 (256GB, Pink)",73590.0,79900.0,90.0,5.0,3.0,Croma > Phones & Wearables > Mobile Phones > iPhones,Mobile Phones,Croma
,https://www.croma.com/vivo-y300-5g-8gb-ram-128gb-rom-phantom-purple-/p/311902,"vivo Y300 5G (8GB RAM, 128GB ROM, Phantom Purple)",20999.0,21999.0,55.0,5.0,1.0,Croma > Phones & Wearables > Mobile Phones > Android Phones,Mobile Phones,Croma
,https://www.croma.com/realme-14t-5g-8gb-ram-128gb-lightning-purple-/p/315451,"realme 14T 5G (8GB RAM, 128GB, Lightning Purple)",17999.0,22999.0,74.0,3.96125,0.0,Croma > Phones & Wearables > Mobile Phones > Android Phones,Mobile Phones,Croma
,https://www.croma.com/apple-iphone-16-plus-512gb-pink-/p/309721,"Apple iPhone 16 Plus (512GB, Pink)",111490.0,119900.0,1.0,3.96125,0.0,Croma > Phones & Wearables > Mobile Phones > iPhones,Mobile Phones,Croma
,https://www.croma.com/samsung-galaxy-s24-ultra-5g-12gb-ram-256gb-titanium-yellow-/p/303834,"SAMSUNG Galaxy S24 Ultra 5G (12GB RAM, 256GB, Titanium Yellow)",109999.0,134999.0,52.0,3.96125,0.0,Croma > Phones & Wearables > Mobile Phones > Android Phones,Mobile Phones,Croma
,https://www.croma.com/oneplus-nord-4-5g-8gb-ram-256gb-obsidian-midnight-/p/308680,"OnePlus Nord 4 5G (8GB RAM, 256GB, Obsidian Midnight)",29999.0,32999.0,9.0,4.8,7.0,Croma > Phones & Wearables > Mobile Phones > Android Phones,Mobile Phones,Croma
,https://www.croma.com/samsung-galaxy-m55-5g-8gb-ram-256gb-denim-black-/p/306022,"SAMSUNG Galaxy M55 5G (8GB RAM, 256GB, Denim Black)",29999.0,31999.0,25.0,3.96125,0.0,Croma > Phones & Wearables > Mobile Phones > Android Phones,Mobile Phones,Croma
,https://www.croma.com/samsung-galaxy-a56-5g-12gb-ram-256gb-awesome-lightgray-/p/314443,"SAMSUNG Galaxy A56 5G (12GB RAM, 256GB, Awesome Lightgray)",44999.0,52999.0,9.0,3.96125,0.0,Croma > Phones & Wearables > Mobile Phones > Android Phones,Mobile Phones,Croma
,https://www.croma.com/nothing-phone-3a-5g-8gb-ram-256gb-black-/p/314523,"Nothing Phone 3a 5G (8GB RAM, 256GB, Black)",39629.46,46804.52,100.0,4.2,7.0,Croma > Phones & Wearables > Mobile Phones > Android Phones,Mobile Phones,Croma
,https://www.croma.com/samsung-galaxy-z-flip6-5g-12gb-ram-512gb-blue-/p/308191,"SAMSUNG Galaxy Z Flip6 5G (12GB RAM, 512GB, Blue)",101999.0,121999.0,39.0,3.96125,0.0,Croma > Phones & Wearables > Mobile Phones > Android Phones,Mobile Phones,Croma
,https://www.croma.com/realme-13-pro-5g-8gb-ram-256gb-emerald-green-/p/308740,"realme 13 Pro 5G (8GB RAM, 256GB, Emerald Green)",39629.46,46804.52,100.0,5.0,1.0,Croma > Phones & Wearables > Mobile Phones > Android Phones,Mobile Phones,Croma
,https://www.croma.com/oppo-a5x-5g-4gb-ram-128gb-laser-white-/p/316000,"oppo A5x 5G (4GB RAM, 128GB, Laser White)",39629.46,46804.52,100.0,3.96125,0.0,Croma > Phones & Wearables > Mobile Phones > Android Phones,Mobile Phones,Croma
,https://www.croma.com/redmi-12-5g-6gb-ram-128gb-moonstone-silver-/p/275649,"Redmi 12 5G (6GB RAM, 128GB, Moonstone Silver)",12494.0,14499.0,83.0,3.5,22.0,Croma > Phones & Wearables > Mobile Phones > Android Phones,Mobile Phones,Croma
,https://www.croma.com/samsung-galaxy-a35-5g-8gb-ram-256gb-awesome-iceblue-/p/305478,"SAMSUNG Galaxy A35 5G (8GB RAM, 256GB, Awesome Iceblue)",25994.0,36999.0,74.0,5.0,4.0,Croma > Phones & Wearables > Mobile Phones > Android Phones,Mobile Phones,Croma
,https://www.croma.com/vivo-y28-5g-6gb-ram-128gb-crystal-purple-/p/303530,"vivo Y28 5G (6GB RAM, 128GB, Crystal Purple)",14499.0,19999.0,50.0,4.3,9.0,Croma > Phones & Wearables > Mobile Phones > Android Phones,Mobile Phones,Croma
,https://www.croma.com/vivo-y58-5g-8gb-ram-128gb-sundarbans-green-/p/307610,"vivo Y58 5G (8GB RAM, 128GB, Sundarbans Green)",17499.0,20499.0,63.0,4.0,13.0,Croma > Phones & Wearables > Mobile Phones > Android Phones,Mobile Phones,Croma
,https://www.croma.com/vivo-v40-5g-8gb-ram-256gb-ganges-blue-/p/308791,"vivo V40 5G (8GB RAM, 256GB, Ganges Blue)",39629.46,46804.52,100.0,4.7,24.0,Croma > Phones & Wearables > Mobile Phones > Android Phones,Mobile Phones,Croma
,https://www.croma.com/vivo-y28s-5g-6gb-ram-128gb-mocha-brown-/p/307896,"vivo Y28s 5G (6GB RAM, 128GB, Mocha Brown)",14499.0,17999.0,45.0,3.7,10.0,Croma > Phones & Wearables > Mobile Phones > Android Phones,Mobile Phones,Croma
,https://www.croma.com/oppo-reno13-5g-8gb-ram-256gb-ivory-white-/p/312492,"oppo Reno13 5G (8GB RAM, 256GB, Ivory White)",37999.0,43999.0,64.0,3.96125,0.0,Croma > Phones & Wearables > Mobile Phones > Android Phones,Mobile Phones,Croma
,https://www.croma.com/oneplus-13s-5g-12gb-ram-256gb-green-silk-/p/315929,"OnePlus 13s 5G (12GB RAM, 256GB, Green Silk)",54999.0,57999.0,17.0,3.96125,0.0,Croma > Phones & Wearables > Mobile Phones > Android Phones,Mobile Phones,Croma
,https://www.croma.com/vivo-t3x-5g-6gb-ram-128gb-celestial-green-/p/306356,"vivo T3x 5G (6GB RAM, 128GB, Celestial Green)",13999.0,17999.0,22.0,3.5,15.0,Croma > Phones & Wearables > Mobile Phones > Android Phones,Mobile Phones,Croma
,https://www.croma.com/samsung-galaxy-a16-5g-8gb-ram-256gb-gold-/p/311654,"SAMSUNG Galaxy A16 5G (8GB RAM, 256GB, Gold)",20499.0,24499.0,33.0,1.0,1.0,Croma > Phones & Wearables > Mobile Phones > Android Phones,Mobile Phones,Croma
,https://www.croma.com/samsung-galaxy-a55-5g-8gb-ram-128gb-awesome-iceblue-/p/305489,"SAMSUNG Galaxy A55 5G (8GB RAM, 128GB, Awesome Iceblue)",30994.0,42999.0,92.0,3.96125,0.0,Croma > Phones & Wearables > Mobile Phones > Android Phones,Mobile Phones,Croma
,https://www.croma.com/vivo-y58-5g-8gb-ram-128gb-himalayan-blue-/p/307611,"vivo Y58 5G (8GB RAM, 128GB, Himalayan Blue)",17499.0,20499.0,63.0,4.5,10.0,Croma > Phones & Wearables > Mobile Phones > Android Phones,Mobile Phones,Croma
,https://www.croma.com/vivo-v40-pro-5g-8gb-ram-256gb-titanium-grey-/p/308789,"vivo V40 Pro 5G (8GB RAM, 256GB, Titanium Grey)",49999.0,53999.0,41.0,5.0,6.0,Croma > Phones & Wearables > Mobile Phones > Android Phones,Mobile Phones,Croma
,https://www.croma.com/realme-13-pro-5g-8gb-ram-128gb-monet-gold-/p/308454,"realme 13 Pro 5G (8GB RAM, 128GB, Monet Gold)",23999.0,50000.0,0.0,3.96125,0.0,Croma > Phones & Wearables > Mobile Phones > Android Phones,Mobile Phones,Croma
,https://www.croma.com/xiaomi-14-civi-5g-8gb-ram-256gb-matcha-green-/p/307339,"Xiaomi 14 CIVI 5G (8GB RAM, 256GB, Matcha Green)",36999.0,54999.0,73.0,3.96125,0.0,Croma > Phones & Wearables > Mobile Phones > Android Phones,Mobile Phones,Croma
,https://www.croma.com/vivo-v30-5g-12gb-ram-256gb-peacock-green-/p/305308,"vivo V30 5G (12GB RAM, 256GB, Peacock Green)",28999.0,42999.0,56.0,4.2,7.0,Croma > Phones & Wearables > Mobile Phones > Android Phones,Mobile Phones,Croma
,https://www.croma.com/redmi-note-13-pro-5g-8gb-ram-128gb-coral-purple-/p/303567,"Redmi Note 13 Pro 5G (8GB RAM, 128GB, Coral Purple)",17999.0,28999.0,93.0,3.7,9.0,Croma > Phones & Wearables > Mobile Phones > Android Phones,Mobile Phones,Croma
,https://www.croma.com/oneplus-nord-ce4-5g-8gb-ram-256gb-chrome-/p/305871,"OnePlus Nord CE4 5G (8GB RAM, 256GB, Chrome)",24999.0,26999.0,41.0,4.5,35.0,Croma > Phones & Wearables > Mobile Phones > Android Phones,Mobile Phones,Croma
,https://www.croma.com/samsung-galaxy-a35-5g-8gb-ram-128gb-awesome-navy-/p/305473,"SAMSUNG Galaxy A35 5G (8GB RAM, 128GB, Awesome Navy)",22994.0,33999.0,37.0,3.0,3.0,Croma > Phones & Wearables > Mobile Phones > Android Phones,Mobile Phones,Croma
,https://www.croma.com/apple-iphone-15-plus-128gb-yellow-/p/300773,"Apple iPhone 15 Plus (128GB, Yellow)",73590.0,79900.0,90.0,2.4,9.0,Croma > Phones & Wearables > Mobile Phones > iPhones,Mobile Phones,Croma
,https://www.croma.com/google-pixel-8a-5g-8gb-ram-128gb-obsidian-/p/309156,"Google Pixel 8a 5G (8GB RAM, 128GB, Obsidian)",37999.0,52999.0,30.0,3.9,12.0,Croma > Phones & Wearables > Mobile Phones > Android Phones,Mobile Phones,Croma
,https://www.croma.com/samsung-galaxy-a06-4gb-ram-64gb-black-/p/310632,"SAMSUNG Galaxy A06 (4GB RAM, 64GB, Black)",8299.0,11499.0,83.0,3.96125,0.0,Croma > Phones & Wearables > Mobile Phones > Android Phones,Mobile Phones,Croma
,https://www.croma.com/vivo-y200-pro-5g-8gb-ram-128gb-silk-green-/p/306493,"vivo Y200 Pro 5G (8GB RAM, 128GB, Silk Green)",24999.0,29999.0,67.0,5.0,1.0,Croma > Phones & Wearables > Mobile Phones > Android Phones,Mobile Phones,Croma
,https://www.croma.com/vivo-v50e-5g-8gb-ram-128gb-sapphire-blue-/p/315223,"vivo V50e 5G (8GB RAM, 128GB, Sapphire Blue)",28999.0,35999.0,44.0,3.0,3.0,Croma > Phones & Wearables > Mobile Phones > Android Phones,Mobile Phones,Croma
,https://www.croma.com/oppo-reno11-pro-5g-12gb-ram-256gb-pearl-white-/p/303682,"oppo Reno11 Pro 5G (12GB RAM, 256GB, Pearl White)",22994.0,44999.0,90.0,3.96125,0.0,Croma > Phones & Wearables > Mobile Phones > Android Phones,Mobile Phones,Croma
,https://www.croma.com/vivo-v40-5g-8gb-ram-128gb-titanium-grey-/p/308796,"vivo V40 5G (8GB RAM, 128GB, Titanium Grey)",34999.0,39999.0,50.0,3.0,1.0,Croma > Phones & Wearables > Mobile Phones > Android Phones,Mobile Phones,Croma
,https://www.croma.com/samsung-galaxy-s25-ultra-5g-12gb-ram-512gb-titanium-black-/p/313347,"SAMSUNG Galaxy S25 Ultra 5G (12GB RAM, 512GB, Titanium Black)",129999.0,141999.0,45.0,3.96125,0.0,Croma > Phones & Wearables > Mobile Phones > Android Phones,Mobile Phones,Croma
,https://www.croma.com/google-pixel-9-pro-fold-5g-16gb-ram-256gb-obsidian-/p/309152,"Google Pixel 9 Pro Fold 5G (16GB RAM, 256GB, Obsidian)",152999.0,184999.0,30.0,3.96125,0.0,Croma > Phones & Wearables > Mobile Phones > Android Phones,Mobile Phones,Croma
,https://www.croma.com/oneplus-13-5g-24gb-ram-1tb-black-eclipse-/p/312543,"OnePlus 13 5G (24GB RAM, 1TB, Black Eclipse)",84999.0,92999.0,60.0,3.96125,0.0,Croma > Phones & Wearables > Mobile Phones > Android Phones,Mobile Phones,Croma
,https://www.croma.com/nothing-cmf-phone-2-pro-5g-8gb-ram-128gb-light-green-/p/315648,"Nothing CMF Phone 2 Pro 5G (8GB RAM, 128GB, Light Green)",18999.0,19999.0,0.0,4.0,1.0,Croma > Phones & Wearables > Mobile Phones > Android Phones,Mobile Phones,Croma
,https://www.croma.com/samsung-galaxy-f15-5g-6gb-ram-128gb-black-/p/305370,"SAMSUNG Galaxy F15 5G (6GB RAM, 128GB, Black)",13499.0,16999.0,59.0,4.0,6.0,Croma > Phones & Wearables > Mobile Phones > Android Phones,Mobile Phones,Croma
,https://www.croma.com/xiaomi-14-civi-5g-12gb-ram-512gb-matcha-green-/p/307345,"Xiaomi 14 CIVI 5G (12GB RAM, 512GB, Matcha Green)",38999.0,59999.0,0.0,3.96125,0.0,Croma > Phones & Wearables > Mobile Phones > Android Phones,Mobile Phones,Croma
,https://www.croma.com/oppo-reno-12-pro-5g-12gb-ram-512gb-sunset-gold-/p/307959,"oppo Reno 12 Pro 5G (12GB RAM, 512GB, Sunset Gold)",36999.0,55999.0,93.0,3.96125,0.0,Croma > Phones & Wearables > Mobile Phones > Android Phones,Mobile Phones,Croma
,https://www.croma.com/oppo-k13-5g-8gb-ram-256gb-prism-black-/p/315504,"oppo K13 5G (8GB RAM, 256GB, Prism Black)",19999.0,24999.0,0.0,4.3,3.0,Croma > Phones & Wearables > Mobile Phones > Android Phones,Mobile Phones,Croma
,https://www.croma.com/xiaomi-15-5g-12gb-ram-512gb-white-/p/314994,"Xiaomi 15 5G (12GB RAM, 512GB, White)",64999.0,79999.0,75.0,3.96125,0.0,Croma > Phones & Wearables > Mobile Phones > Android Phones,Mobile Phones,Croma
,https://www.croma.com/oneplus-nord-ce4-5g-8gb-ram-128gb-chrome-/p/305869,"OnePlus Nord CE4 5G (8GB RAM, 128GB, Chrome)",22999.0,24999.0,0.0,3.4,48.0,Croma > Phones & Wearables > Mobile Phones > Android Phones,Mobile Phones,Croma
,https://www.croma.com/realme-c63-4gb-ram-128gb-leather-blue-/p/307983,"realme C63 (4GB RAM, 128GB, Leather Blue)",8999.0,10009.0,9.0,5.0,4.0,Croma > Phones & Wearables > Mobile Phones > Android Phones,Mobile Phones,Croma
,https://www.croma.com/apple-iphone-13-128gb-midnight-/p/243459,"Apple iPhone 13 (128GB, Midnight)",45790.0,49900.0,24.0,4.6,665.0,Croma > Phones & Wearables > Mobile Phones > iPhones,Mobile Phones,Croma
,https://www.croma.com/samsung-galaxy-s25-ultra-5g-12gb-ram-1tb-titanium-silverblue-/p/313346,"SAMSUNG Galaxy S25 Ultra 5G (12GB RAM, 1TB, Titanium Silverblue)",153999.0,165999.0,23.0,5.0,2.0,Croma > Phones & Wearables > Mobile Phones > Android Phones,Mobile Phones,Croma
,https://www.croma.com/realme-11-pro-5g-12gb-ram-256gb-sunrise-beige-/p/273448,"realme 11 Pro 5G (12GB RAM, 256GB, Sunrise Beige)",27999.0,30999.0,68.0,3.96125,0.0,Croma > Phones & Wearables > Mobile Phones > Android Phones,Mobile Phones,Croma
,https://www.croma.com/redmi-14c-5g-6gb-ram-128gb-stargaze-black-/p/312590,"Redmi 14C 5G (6GB RAM, 128GB, Stargaze Black)",11499.0,14999.0,33.0,5.0,1.0,Croma > Phones & Wearables > Mobile Phones > Android Phones,Mobile Phones,Croma
,https://www.croma.com/vivo-y27-4g-6gb-ram-128gb-burgundy-black-/p/274905,"vivo Y27 4G (6GB RAM, 128GB, Burgundy Black)",11994.0,18999.0,87.0,3.6,7.0,Croma > Phones & Wearables > Mobile Phones > Android Phones,Mobile Phones,Croma
,https://www.croma.com/realme-11-pro-5g-8gb-ram-128gb-oasis-green-/p/273455,"realme 11 Pro 5G (8GB RAM, 128GB, Oasis Green)",23999.0,25999.0,69.0,5.0,4.0,Croma > Phones & Wearables > Mobile Phones > Android Phones,Mobile Phones,Croma
,https://www.croma.com/oppo-f27-pro-plus-5g-8gb-ram-256gb-midnight-navy-/p/307394,"oppo F27 Pro Plus 5G (8GB RAM, 256GB, Midnight Navy)",21999.0,34999.0,14.0,3.96125,0.0,Croma > Phones & Wearables > Mobile Phones > Android Phones,Mobile Phones,Croma
,https://www.croma.com/samsung-galaxy-a56-5g-8gb-ram-256gb-awesome-lightgray-/p/314441,"SAMSUNG Galaxy A56 5G (8GB RAM, 256GB, Awesome Lightgray)",41999.0,48999.0,29.0,3.96125,0.0,Croma > Phones & Wearables > Mobile Phones > Android Phones,Mobile Phones,Croma
,https://www.croma.com/vivo-y39-5g-8gb-ram-256gb-ocean-blue-/p/314924,"vivo Y39 5G (8GB RAM, 256GB, Ocean Blue)",18999.0,19990.0,96.0,3.96125,0.0,Croma > Phones & Wearables > Mobile Phones > Android Phones,Mobile Phones,Croma
,https://www.croma.com/realme-14-pro-lite-5g-8gb-ram-256gb-glass-purple-/p/314422,"realme 14 Pro Lite 5G (8GB RAM, 256GB, Glass Purple)",22999.0,27999.0,86.0,3.96125,0.0,Croma > Phones & Wearables > Mobile Phones > Android Phones,Mobile Phones,Croma
,https://www.croma.com/redmi-a5-4gb-ram-128gb-just-black-/p/315436,"Redmi A5 (4GB RAM, 128GB, Just Black)",7499.0,9999.0,0.0,3.96125,0.0,Croma > Phones & Wearables > Mobile Phones > Android Phones,Mobile Phones,Croma
,https://www.croma.com/google-pixel-9a-5g-8gb-ram-256gb-porcelain-/p/314882,"Google Pixel 9a 5G (8GB RAM, 256GB, Porcelain)",49999.0,46804.52,100.0,5.0,1.0,Croma > Phones & Wearables > Mobile Phones > Android Phones,Mobile Phones,Croma
,https://www.croma.com/nothing-phone-3a-5g-8gb-ram-256gb-white-/p/314524,"Nothing Phone 3a 5G (8GB RAM, 256GB, White)",26999.0,30999.0,90.0,3.8,9.0,Croma > Phones & Wearables > Mobile Phones > Android Phones,Mobile Phones,Croma
,https://www.croma.com/vivo-y400-pro-5g-8gb-ram-256gb-freestyle-white-/p/316365,"vivo Y400 Pro 5G (8GB RAM, 256GB, Freestyle White)",26999.0,31999.0,63.0,3.96125,0.0,Croma > Phones & Wearables > Mobile Phones > Android Phones,Mobile Phones,Croma
,https://www.croma.com/oppo-f27-5g-8gb-ram-256gb-emerald-green-/p/309184,"oppo F27 5G (8GB RAM, 256GB, Emerald Green)",22999.0,28999.0,69.0,3.96125,0.0,Croma > Phones & Wearables > Mobile Phones > Android Phones,Mobile Phones,Croma
,https://www.croma.com/samsung-galaxy-s24-5g-8gb-ram-256gb-onyx-black-/p/303849,"SAMSUNG Galaxy S24 5G (8GB RAM, 256GB, Onyx Black)",60999.0,79999.0,75.0,3.96125,0.0,Croma > Phones & Wearables > Mobile Phones > Android Phones,Mobile Phones,Croma
,https://www.croma.com/samsung-galaxy-a26-5g-8gb-ram-128gb-awesome-white-/p/314766,"SAMSUNG Galaxy A26 5G (8GB RAM, 128GB, Awesome White)",22999.0,27999.0,86.0,3.96125,0.0,Croma > Phones & Wearables > Mobile Phones > Android Phones,Mobile Phones,Croma
,https://www.croma.com/vivo-v50e-5g-8gb-ram-256gb-pearl-white-/p/315221,"vivo V50e 5G (8GB RAM, 256GB, Pearl White)",30999.0,37999.0,42.0,3.96125,0.0,Croma > Phones & Wearables > Mobile Phones > Android Phones,Mobile Phones,Croma
,https://www.croma.com/oppo-reno-14-pro-5g-12gb-ram-256gb-titanium-grey-/p/316426,"oppo Reno 14 Pro 5G (12GB RAM, 256GB, Titanium Grey)",49999.0,54999.0,9.0,3.96125,0.0,Croma > Phones & Wearables > Mobile Phones > Android Phones,Mobile Phones,Croma
,https://www.croma.com/vivo-y28s-5g-8gb-ram-128gb-mocha-brown-/p/307894,"vivo Y28s 5G (8GB RAM, 128GB, Mocha Brown)",15999.0,18999.0,79.0,3.96125,0.0,Croma > Phones & Wearables > Mobile Phones > Android Phones,Mobile Phones,Croma
,https://www.croma.com/realme-12-5g-8gb-ram-128gb-woodland-green-/p/305273,"realme 12 5G (8GB RAM, 128GB, Woodland Green)",16499.0,20999.0,43.0,3.0,2.0,Croma > Phones & Wearables > Mobile Phones > Android Phones,Mobile Phones,Croma
,https://www.croma.com/samsung-galaxy-s24-fe-5g-8gb-ram-256gb-blue-/p/311518,"SAMSUNG Galaxy S24 FE 5G (8GB RAM, 256GB, Blue)",65999.0,46804.52,100.0,3.96125,0.0,Croma > Phones & Wearables > Mobile Phones > Android Phones,Mobile Phones,Croma
,https://www.croma.com/samsung-galaxy-s24-5g-8gb-ram-256gb-marble-gray-/p/303839,"SAMSUNG Galaxy S24 5G (8GB RAM, 256GB, Marble Gray)",60999.0,79999.0,75.0,5.0,1.0,Croma > Phones & Wearables > Mobile Phones > Android Phones,Mobile Phones,Croma
,https://www.croma.com/oppo-a5-5g-8gb-ram-128gb-aurora-green-/p/316310,"oppo A5 5G (8GB RAM, 128GB, Aurora Green)",39629.46,46804.52,10.0,3.96125,0.0,Croma > Phones & Wearables > Mobile Phones > Android Phones,Mobile Phones,Croma
,https://www.croma.com/apple-iphone-15-plus-256gb-blue-/p/300780,"Apple iPhone 15 Plus (256GB, Blue)",83390.0,89900.0,24.0,3.0,10.0,Croma > Phones & Wearables > Mobile Phones > iPhones,Mobile Phones,Croma
,https://www.croma.com/vivo-y19-5g-6gb-ram-128gb-titanium-silver-/p/315014,"vivo Y19 5G (6GB RAM, 128GB, Titanium Silver)",12999.0,16499.0,21.0,3.96125,0.0,Croma > Phones & Wearables > Mobile Phones > Android Phones,Mobile Phones,Croma
,https://www.croma.com/samsung-galaxy-m56-5g-8gb-ram-128gb-black-/p/315970,"SAMSUNG Galaxy M56 5G (8GB RAM, 128GB, Black)",39629.46,46804.52,100.0,3.96125,0.0,Croma > Phones & Wearables > Mobile Phones > Android Phones,Mobile Phones,Croma
,https://www.croma.com/apple-iphone-16-plus-256gb-ultramarine-/p/309715,"Apple iPhone 16 Plus (256GB, Ultramarine)",39629.46,46804.52,100.0,3.96125,0.0,Croma > Phones & Wearables > Mobile Phones > iPhones,Mobile Phones,Croma
,https://www.croma.com/google-pixel-9a-5g-8gb-ram-256gb-iris-/p/314883,"Google Pixel 9a 5G (8GB RAM, 256GB, Iris)",39629.46,46804.52,100.0,5.0,3.0,Croma > Phones & Wearables > Mobile Phones > Android Phones,Mobile Phones,Croma
